date,time,ampm,Year,Block address,District,PSA,FIELD CONTACT TYPE,REASON FOR STOP,Data Type,Race,Ethnicity,Sex,Age
5/4/17,5:31:24,PM,2017,1700 BLOCK OF Q STREET SE,6D,607,Pedestrian Stop,Juvenile Contact,Person,Black,Not Hispanic Or Latino,Female,Juvenile
5/4/17,5:31:24,PM,2017,1700 BLOCK OF Q STREET SE,6D,607,Pedestrian Stop,Juvenile Contact,Person,Black,Not Hispanic Or Latino,Female,Juvenile
5/4/17,11:29:41,PM,2017,600 BLOCK OF TUCKERMAN STREET NW,4D,402,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,28
5/5/17,2:09:02,AM,2017,UNIT BLOCK OF FLORIDA AVENUE NE,5D,502,Pedestrian Stop,Community Policing,Person,White,Not Hispanic Or Latino,Female,59
5/5/17,2:17:23,AM,2017,700 BLOCK OF EDGEWOOD STREET NE,5D,502,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,50
5/5/17,3:06:15,AM,2017,600 BLOCK OF 16TH STREET NE,5D,507,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,28
5/5/17,5:58:36,PM,2017,2700 BLOCK OF CENTRAL AVENUE NE,5D,503,Pedestrian Stop,Other,Person,Black,Not Hispanic Or Latino,Male,24
5/5/17,5:58:36,PM,2017,2700 BLOCK OF CENTRAL AVENUE NE,5D,503,Pedestrian Stop,Other,Person,Black,Not Hispanic Or Latino,Female,64
5/5/17,9:58:02,PM,2017,5300 BLOCK OF NEVADA AVENUE NW,2D,203,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,20
5/5/17,11:58:18,PM,2017,6100 BLOCK OF GEORGIA AVENUE NW,4D,402,Pedestrian Stop,Other,Person,Unknown,Hispanic Or Latino,Male,20
5/5/17,11:58:18,PM,2017,6100 BLOCK OF GEORGIA AVENUE NW,4D,402,Pedestrian Stop,Other,Person,White,Hispanic Or Latino,Male,Juvenile
5/5/17,11:58:18,PM,2017,6100 BLOCK OF GEORGIA AVENUE NW,4D,402,Pedestrian Stop,Other,Person,White,Hispanic Or Latino,Male,Juvenile
5/5/17,11:58:18,PM,2017,6100 BLOCK OF GEORGIA AVENUE NW,4D,402,Pedestrian Stop,Other,Person,White,Hispanic Or Latino,Male,Juvenile
5/6/17,3:46:55,AM,2017,2000 BLOCK OF C STREET NE,5D,507,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,21
5/6/17,3:54:38,AM,2017,1300 BLOCK OF G STREET NE,1D,104,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,36
5/6/17,4:09:18,AM,2017,2200 BLOCK OF BLADENSBURG ROAD NE,5D,503,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Female,31
5/6/17,4:09:18,AM,2017,2200 BLOCK OF BLADENSBURG ROAD NE,5D,503,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,34
5/6/17,4:30:27,AM,2017,2300 BLOCK OF BLADENSBURG ROAD NE,5D,503,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,30
5/6/17,4:30:27,AM,2017,2300 BLOCK OF BLADENSBURG ROAD NE,5D,503,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,31
5/6/17,10:53:15,PM,2017,,,,Vehicle Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Female,22
5/6/17,10:53:15,PM,2017,,,,Vehicle Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,25
5/6/17,11:15:03,PM,2017,2300 BLOCK OF 15TH STREET NE,5D,505,Vehicle Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,23
5/7/17,2:22:50,AM,2017,1400 BLOCK OF G STREET NE,1D,108,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,21
5/7/17,2:22:50,AM,2017,1400 BLOCK OF G STREET NE,1D,108,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,Juvenile
5/7/17,4:35:28,AM,2017,1400 BLOCK OF DOUGLAS STREET NE,5D,505,Vehicle Stop,Equipment Violation,Person,White,Not Hispanic Or Latino,Male,45
5/7/17,4:45:49,AM,2017,900 BLOCK OF 19TH STREET NE,5D,507,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,26
5/7/17,4:51:37,AM,2017,700 BLOCK OF 21ST STREET NE,5D,507,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Male,34
5/7/17,4:57:02,AM,2017,500 BLOCK OF 17TH STREET NE,5D,507,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,55
5/7/17,4:59:21,AM,2017,200 BLOCK OF FLORIDA AVENUE NW,5D,501,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Male,26
5/7/17,5:03:16,AM,2017,1200 BLOCK OF BLADENSBURG ROAD NE,5D,506,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,38
5/7/17,5:03:16,AM,2017,1200 BLOCK OF BLADENSBURG ROAD NE,5D,506,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Female,41
5/7/17,5:06:44,AM,2017,3600 BLOCK OF NEW YORK AVENUE NE,5D,503,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,26
5/7/17,3:52:06,PM,2017,200 BLOCK OF M STREET SW,1D,105,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,Juvenile
5/7/17,4:04:37,PM,2017,1100 BLOCK OF 3RD STREET SW,1D,105,Pedestrian Stop,Pre-existing Knowledge,Person,Black,Unknown,Male,21
5/7/17,6:38:06,PM,2017,1100 BLOCK OF MICHIGAN AVENUE NE,5D,504,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,Juvenile
5/7/17,10:53:13,PM,2017,3600 BLOCK OF 22ND STREET SE,7D,704,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,20
5/7/17,10:53:13,PM,2017,3600 BLOCK OF 22ND STREET SE,7D,704,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,22
5/7/17,10:53:13,PM,2017,3600 BLOCK OF 22ND STREET SE,7D,704,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,26
5/7/17,11:37:09,PM,2017,6200 BLOCK OF 12TH STREET NW,4D,402,Vehicle Stop,Moving Violation,Person,Unknown,Hispanic Or Latino,Male,49
5/8/17,6:25:48,PM,2017,1300 BLOCK OF BRENTWOOD ROAD NE,5D,504,Pedestrian Stop,Other,Person,Black,Not Hispanic Or Latino,Male,24
5/8/17,9:12:28,PM,2017,700 BLOCK OF 12TH STREET SE,1D,106,Vehicle Stop,Special Investigation,Person,Black,Not Hispanic Or Latino,Male,24
5/8/17,9:25:34,PM,2017,100 BLOCK OF 8TH STREET NE,1D,107,Vehicle Stop,Special Investigation,Person,Black,Not Hispanic Or Latino,Male,70
5/9/17,12:25:15,AM,2017,1300 BLOCK OF 7TH STREET NW,3D,308,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,31
5/9/17,1:08:24,PM,2017,1000 BLOCK OF H STREET NE,1D,104,Vehicle Stop,Other,Person,Black,Not Hispanic Or Latino,Male,28
5/9/17,2:13:26,PM,2017,200 BLOCK OF M STREET SW,1D,105,Bicycle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,Juvenile
5/9/17,6:30:22,PM,2017,800 BLOCK OF QUINCY STREET NW,4D,404,Pedestrian Stop,Community Policing,Person,Black,Unknown,Female,50
5/9/17,6:57:04,PM,2017,100 BLOCK OF IVANHOE STREET SW,7D,708,Pedestrian Stop,Community Policing,Person,Black,Unknown,Male,21
5/9/17,6:57:04,PM,2017,100 BLOCK OF IVANHOE STREET SW,7D,708,Pedestrian Stop,Community Policing,Person,Black,Unknown,Male,24
5/9/17,6:57:04,PM,2017,100 BLOCK OF IVANHOE STREET SW,7D,708,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,25
5/9/17,6:57:04,PM,2017,100 BLOCK OF IVANHOE STREET SW,7D,708,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,27
5/9/17,6:57:04,PM,2017,100 BLOCK OF IVANHOE STREET SW,7D,708,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,28
5/9/17,6:57:04,PM,2017,100 BLOCK OF IVANHOE STREET SW,7D,708,Pedestrian Stop,Community Policing,Person,Black,Unknown,Male,29
5/9/17,6:57:04,PM,2017,100 BLOCK OF IVANHOE STREET SW,7D,708,Pedestrian Stop,Community Policing,Person,Black,Unknown,Male,29
5/9/17,6:57:04,PM,2017,100 BLOCK OF IVANHOE STREET SW,7D,708,Pedestrian Stop,Community Policing,Person,Unknown,Unknown,Male,38
5/9/17,6:57:04,PM,2017,100 BLOCK OF IVANHOE STREET SW,7D,708,Pedestrian Stop,Community Policing,Person,Black,Unknown,Male,38
5/9/17,6:57:04,PM,2017,100 BLOCK OF IVANHOE STREET SW,7D,708,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,40
5/9/17,8:15:03,PM,2017,1500 BLOCK OF INDEPENDENCE AVENUE SE,1D,108,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,Juvenile
5/9/17,11:48:11,PM,2017,6100 BLOCK OF BLAIR ROAD NW,4D,406,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,30
5/10/17,9:08:39,PM,2017,3400 BLOCK OF 14TH STREET NW,4D,409,Vehicle Stop,Other,Person,Black,Unknown,Male,28
5/10/17,9:50:04,PM,2017,5200 BLOCK OF 8TH STREET NW,4D,403,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,26
5/10/17,9:52:12,PM,2017,500 BLOCK OF BUCHANAN STREET NW,4D,407,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Male,25
5/10/17,9:52:12,PM,2017,500 BLOCK OF BUCHANAN STREET NW,4D,407,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Male,25
5/10/17,9:52:12,PM,2017,500 BLOCK OF BUCHANAN STREET NW,4D,407,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Female,29
5/10/17,9:52:12,PM,2017,500 BLOCK OF BUCHANAN STREET NW,4D,407,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,39
5/10/17,10:07:29,PM,2017,,,,Pedestrian Stop,Special Detail Checkpoint,Person,Black,Unknown,Male,29
5/11/17,12:30:35,AM,2017,,2D,202,Vehicle Stop,Suspicious Persons,Person,Black,Unknown,Male,22
5/11/17,12:39:48,AM,2017,,2D,202,Vehicle Stop,Suspicious Persons,Person,Asian,Not Hispanic Or Latino,Male,20
5/11/17,2:21:55,AM,2017,,2D,202,Vehicle Stop,Call For Service,Person,Black,Unknown,Male,27
5/11/17,2:59:27,AM,2017,,2D,202,Vehicle Stop,Call For Service,Person,White,Hispanic Or Latino,Male,24
5/11/17,10:55:01,PM,2017,1100 BLOCK OF FLORIDA AVENUE NE,5D,506,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,21
5/11/17,10:55:01,PM,2017,1100 BLOCK OF FLORIDA AVENUE NE,5D,506,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,40
5/12/17,1:44:45,AM,2017,3400 BLOCK OF SHERMAN AVENUE NW,3D,302,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,Unknown
5/12/17,3:51:10,AM,2017,,5D,503,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,23
5/12/17,3:51:10,AM,2017,,5D,503,Vehicle Stop,Moving Violation,Person,Black,Unknown,Female,23
5/12/17,3:59:47,AM,2017,3600 BLOCK OF NEW YORK AVENUE NE,5D,503,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Female,19
5/12/17,3:59:47,AM,2017,3600 BLOCK OF NEW YORK AVENUE NE,5D,503,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,21
5/12/17,3:59:47,AM,2017,3600 BLOCK OF NEW YORK AVENUE NE,5D,503,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Male,23
5/12/17,4:03:59,AM,2017,800 BLOCK OF H STREET NE,1D,104,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,58
5/12/17,5:13:42,AM,2017,2400 BLOCK OF 17TH STREET NE,5D,505,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,21
5/12/17,5:13:42,AM,2017,2400 BLOCK OF 17TH STREET NE,5D,505,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Male,25
5/12/17,5:13:42,AM,2017,2400 BLOCK OF 17TH STREET NE,5D,505,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Female,33
5/12/17,5:28:20,AM,2017,1900 BLOCK OF WEST VIRGINIA AVENUE NE,5D,506,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Male,24
5/12/17,5:28:20,AM,2017,1900 BLOCK OF WEST VIRGINIA AVENUE NE,5D,506,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,28
5/12/17,8:23:22,PM,2017,300 BLOCK OF DELAFIELD PLACE NW,4D,407,Pedestrian Stop,Other,Person,Black,Unknown,Male,21
5/13/17,12:06:50,AM,2017,2300 BLOCK OF 13TH PLACE NE,5D,505,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,20
5/13/17,12:12:41,AM,2017,2300 BLOCK OF 13TH PLACE NE,5D,505,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,23
5/13/17,6:47:39,PM,2017,2100 BLOCK OF CONSTITUTION AVENUE NW,2D,207,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,25
5/13/17,6:56:02,PM,2017,5100 BLOCK OF NEW HAMPSHIRE AVENUE NW,4D,403,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,55
5/13/17,6:56:02,PM,2017,5100 BLOCK OF NEW HAMPSHIRE AVENUE NW,4D,403,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,61
5/13/17,10:21:15,PM,2017,UNIT BLOCK OF 17TH STREET NE,1D,108,Vehicle Stop,Special Investigation,Person,Black,Not Hispanic Or Latino,Male,26
5/14/17,1:59:16,AM,2017,8TH STREET NW,1D,102,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,24
5/14/17,7:24:41,AM,2017,500 BLOCK OF H STREET NW,1D,102,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Female,43
5/14/17,5:04:36,PM,2017,1300 BLOCK OF HALF STREET SW,1D,105,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Female,18
5/14/17,9:08:58,PM,2017,5100 BLOCK OF FITCH STREET SE,6D,604,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,35
5/14/17,10:46:26,PM,2017,700 BLOCK OF 13TH STREET SE,1D,106,Pedestrian Stop,Juvenile Contact,Person,Black,Unknown,Male,Juvenile
5/15/17,12:32:47,PM,2017,,1D,106,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,59
5/16/17,12:10:00,AM,2017,5600 BLOCK OF GEORGIA AVENUE NW,4D,403,Pedestrian Stop,Community Policing,Person,Black,Unknown,Male,34
5/16/17,12:10:00,AM,2017,5600 BLOCK OF GEORGIA AVENUE NW,4D,403,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,58
5/16/17,9:42:02,PM,2017,UNIT BLOCK OF N STREET SW,1D,105,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,Juvenile
5/16/17,11:42:57,PM,2017,5500 BLOCK OF 1ST STREET NW,4D,406,Pedestrian Stop,Pre-existing Knowledge,Person,Black,Not Hispanic Or Latino,Male,19
5/16/17,11:42:57,PM,2017,5500 BLOCK OF 1ST STREET NW,4D,406,Pedestrian Stop,Pre-existing Knowledge,Person,Unknown,Unknown,Male,20
5/17/17,12:43:21,AM,2017,1200 BLOCK OF 22ND STREET NW,2D,208,Pedestrian Stop,Other,Person,Black,Not Hispanic Or Latino,Female,52
5/17/17,9:28:09,PM,2017,1300 BLOCK OF ALLISON STREET NW,4D,404,Vehicle Stop,Other,Person,Black,Not Hispanic Or Latino,Male,21
5/17/17,9:36:27,PM,2017,,4D,409,Pedestrian Stop,Other,Person,Black,Not Hispanic Or Latino,Male,25
5/17/17,9:55:49,PM,2017,500 BLOCK OF 25TH PLACE NE,5D,507,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,26
5/17/17,9:55:49,PM,2017,500 BLOCK OF 25TH PLACE NE,5D,507,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,35
5/17/17,9:55:49,PM,2017,500 BLOCK OF 25TH PLACE NE,5D,507,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,36
5/17/17,11:51:00,PM,2017,3500 BLOCK OF WATER STREET NW,2D,206,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,Juvenile
5/18/17,12:06:42,AM,2017,,6D,603,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,35
5/18/17,1:15:35,AM,2017,,,,Vehicle Stop,Suspicious Vehicles,Person,Black,Unknown,Male,29
5/18/17,4:24:26,AM,2017,1700 BLOCK OF WEST VIRGINIA AVENUE NE,5D,506,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Male,23
5/18/17,4:24:26,AM,2017,1700 BLOCK OF WEST VIRGINIA AVENUE NE,5D,506,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Female,29
5/18/17,5:21:45,PM,2017,100 BLOCK OF RIDGE ROAD SE,6D,603,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Male,32
5/18/17,5:27:52,PM,2017,100 BLOCK OF RIDGE ROAD SE,6D,603,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Female,32
5/18/17,10:41:14,PM,2017,1100 BLOCK OF 1ST STREET NW,1D,103,Vehicle Stop,Pre-existing Knowledge,Person,Black,Not Hispanic Or Latino,Male,24
5/18/17,10:41:14,PM,2017,1100 BLOCK OF 1ST STREET NW,1D,103,Vehicle Stop,Pre-existing Knowledge,Person,Black,Not Hispanic Or Latino,Male,25
5/18/17,11:12:10,PM,2017,1300 BLOCK OF DOWNING PLACE NE,5D,505,Pedestrian Stop,Community Policing,Person,Unknown,Unknown,Male,32
5/19/17,2:47:31,AM,2017,1700 BLOCK OF POTOMAC AVENUE SE,1D,108,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,26
5/19/17,2:02:56,PM,2017,200 BLOCK OF N STREET SW,1D,105,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,19
5/19/17,2:02:56,PM,2017,200 BLOCK OF N STREET SW,1D,105,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,24
5/19/17,2:02:56,PM,2017,200 BLOCK OF N STREET SW,1D,105,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,24
5/19/17,2:02:56,PM,2017,200 BLOCK OF N STREET SW,1D,105,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Female,Juvenile
5/19/17,10:32:11,PM,2017,5400 BLOCK OF ILLINOIS AVENUE NW,4D,403,Pedestrian Stop,Other,Person,Black,Not Hispanic Or Latino,Male,23
5/19/17,10:32:11,PM,2017,5400 BLOCK OF ILLINOIS AVENUE NW,4D,403,Pedestrian Stop,Other,Person,Black,Not Hispanic Or Latino,Male,Juvenile
5/19/17,10:37:22,PM,2017,1200 BLOCK OF FLORIDA AVENUE NE,5D,506,Pedestrian Stop,Suspicious Persons,Person,Black,Unknown,Male,Juvenile
5/19/17,10:42:09,PM,2017,1700 BLOCK OF BAY STREET SE,1D,108,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,18
5/19/17,10:42:09,PM,2017,1700 BLOCK OF BAY STREET SE,1D,108,Pedestrian Stop,Community Policing,Person,Black,Unknown,Male,20
5/19/17,10:42:09,PM,2017,1700 BLOCK OF BAY STREET SE,1D,108,Pedestrian Stop,Community Policing,Person,Black,Unknown,Male,28
5/19/17,10:42:09,PM,2017,1700 BLOCK OF BAY STREET SE,1D,108,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,32
5/19/17,10:42:09,PM,2017,1700 BLOCK OF BAY STREET SE,1D,108,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,34
5/19/17,11:01:50,PM,2017,1300 BLOCK OF 1ST STREET SW,1D,105,Bicycle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,19
5/19/17,11:23:30,PM,2017,1200 BLOCK OF JEFFERSON STREET NW,4D,403,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,23
5/19/17,11:23:30,PM,2017,1200 BLOCK OF JEFFERSON STREET NW,4D,403,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,24
5/19/17,11:23:30,PM,2017,1200 BLOCK OF JEFFERSON STREET NW,4D,403,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,25
5/19/17,11:23:30,PM,2017,1200 BLOCK OF JEFFERSON STREET NW,4D,403,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,26
5/19/17,11:23:30,PM,2017,1200 BLOCK OF JEFFERSON STREET NW,4D,403,Pedestrian Stop,Suspicious Persons,Person,Black,Unknown,Male,26
5/19/17,11:23:30,PM,2017,1200 BLOCK OF JEFFERSON STREET NW,4D,403,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,30
5/20/17,7:08:58,PM,2017,200 BLOCK OF 18TH STREET SE,1D,108,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,22
5/20/17,7:44:55,PM,2017,3300 BLOCK OF M STREET NW,2D,206,Vehicle Stop,Moving Violation,Person,White,Not Hispanic Or Latino,Female,Juvenile
5/20/17,7:50:45,PM,2017,3200 BLOCK OF M STREET NW,2D,206,Vehicle Stop,Moving Violation,Person,White,Not Hispanic Or Latino,Male,20
5/20/17,10:00:27,PM,2017,900 BLOCK OF 14TH STREET SE,1D,106,Vehicle Stop,Special Investigation,Person,Black,Not Hispanic Or Latino,Female,23
5/21/17,12:20:31,AM,2017,1000 BLOCK OF 8TH STREET SE,1D,106,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,32
5/21/17,12:29:38,AM,2017,1200 BLOCK OF G STREET SE,1D,107,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,26
5/21/17,12:29:38,AM,2017,1200 BLOCK OF G STREET SE,1D,107,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,29
5/21/17,12:29:38,AM,2017,1200 BLOCK OF G STREET SE,1D,107,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Female,29
5/21/17,12:29:38,AM,2017,1200 BLOCK OF G STREET SE,1D,107,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,30
5/21/17,4:59:39,AM,2017,1400 BLOCK OF INDEPENDENCE AVENUE SW,1D,105,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,23
5/21/17,4:22:15,PM,2017,1400 BLOCK OF MASSACHUSETTS AVENUE SE,1D,108,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,28
5/21/17,6:17:12,PM,2017,1400 BLOCK OF OTIS PLACE NW,4D,409,Pedestrian Stop,Other,Person,Black,Not Hispanic Or Latino,Male,26
5/21/17,6:42:58,PM,2017,200 BLOCK OF K STREET SW,1D,105,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,35
5/21/17,6:42:58,PM,2017,200 BLOCK OF K STREET SW,1D,105,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,46
5/21/17,6:42:58,PM,2017,200 BLOCK OF K STREET SW,1D,105,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,Juvenile
5/21/17,11:30:15,PM,2017,1500 BLOCK OF TUBMAN ROAD SE,7D,704,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,25
5/22/17,12:04:21,AM,2017,Multiple/Unknown Address,,,Pedestrian Stop,Juvenile Contact,Person,Black,Not Hispanic Or Latino,Male,Juvenile
5/22/17,12:04:21,AM,2017,Multiple/Unknown Address,,,Pedestrian Stop,Juvenile Contact,Person,Black,Not Hispanic Or Latino,Male,Juvenile
5/22/17,12:24:58,AM,2017,400 BLOCK OF 14TH STREET SE,1D,108,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,42
5/22/17,12:55:03,PM,2017,1800 BLOCK OF BLADENSBURG ROAD NE,5D,503,Pedestrian Stop,Special Detail Checkpoint,Person,White,Hispanic Or Latino,Male,23
5/22/17,5:11:39,PM,2017,3600 BLOCK OF ELY PLACE SE,6D,603,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,53
5/22/17,5:56:29,PM,2017,1300 BLOCK OF SOUTH CAPITOL STREET SW,1D,105,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,26
5/22/17,7:30:15,PM,2017,200 BLOCK OF P STREET SW,1D,105,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,26
5/22/17,8:56:15,PM,2017,,1D,105,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Female,21
5/22/17,8:56:15,PM,2017,,1D,105,Pedestrian Stop,Community Policing,Person,Unknown,Hispanic Or Latino,Female,Unknown
5/22/17,9:24:43,PM,2017,4400 BLOCK OF 18TH STREET NW,4D,404,Bicycle Stop,Community Policing,Person,Black,Unknown,Male,19
5/22/17,9:24:43,PM,2017,4400 BLOCK OF 18TH STREET NW,4D,404,Bicycle Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,30
5/22/17,9:41:33,PM,2017,2300 BLOCK OF NEW YORK AVENUE NE,5D,503,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,37
5/22/17,10:30:16,PM,2017,UNIT BLOCK OF 14TH ST SE,1D,107,Pedestrian Stop,Community Policing,Person,Black,Unknown,Male,46
5/23/17,12:50:33,PM,2017,UNIT BLOCK OF RIDGE ROAD SE,6D,603,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,32
5/23/17,8:24:54,PM,2017,1700 BLOCK OF BENNING ROAD NE,5D,507,Vehicle Stop,Pre-existing Knowledge,Person,Black,Not Hispanic Or Latino,Male,25
5/24/17,12:32:40,AM,2017,400 BLOCK OF 14TH STREET SE,1D,108,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,23
5/24/17,12:46:13,AM,2017,1600 BLOCK OF 14TH STREET NW,3D,301,Vehicle Stop,Moving Violation,Person,Asian,Not Hispanic Or Latino,Male,37
5/24/17,4:37:29,PM,2017,800 BLOCK OF KENNEDY STREET NW,4D,403,Vehicle Stop,Other,Person,Black,Not Hispanic Or Latino,Male,21
5/24/17,8:16:19,PM,2017,1800 BLOCK OF EDWIN STREET NE,5D,505,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,23
